plate,mjd,fiberid,specobjid,bestobjid,elodiervfinal,teffadop,fehadop,loggadop,teffspec,fehspec,psfmag_u,psfmag_g,psfmag_r,psfmag_i,psfmag_z,psfmagErr_u,psfmagErr_g,psfmagErr_r,psfmagErr_i,psfmagErr_z,ra,dec,u,g,r,i,z,specobjid1,class,subclass,z1,plate1,mjd1,fiberid1,elodieBV,elodieTEff,elodieLogG,elodieFeH,elodieZ,elodieZErr
459,51924,585,516948893095716864,1237652900769431578,-0.4772865,5890.733,-0.5230029,4.045505,5886.819,-0.5181909,18.732,17.56167,17.11882,16.95186,16.87487,0.02175066,0.01388115,0.01759837,0.01730885,0.02285076,49.2207839283701,-7.13047688773856,18.72496,17.55759,17.10956,16.93524,16.8802,516948893095716864,STAR,G2,-4.44919E-05,459,51924,585,0.564,5651,4.42,-0.32,-2.594224E-05,6.591154E-06
459,51924,608,516955215287576576,1237652901306499156,-112.6778,6079.292,-1.616885,3.683075,5748.886,-1.999681,18.65347,17.76346,17.3806,17.28103,17.22529,0.01910272,0.02726749,0.01730652,0.01639887,0.01808329,49.6472020917183,-6.72584423758733,18.66295,17.74821,17.39365,17.27805,17.22799,516955215287576576,STAR,F5,-0.0003813775,459,51924,608,0,6000,4,-2,-0.0004002029,1.917914E-05
460,51924,58,517929932345600000,1237652899696476164,92.54819,8442.17,-1.594416,3.371853,8413.897,-1.594416,17.09233,15.83398,15.94342,16.03408,16.14852,0.02401691,0.02039638,0.009912813,0.0170752,0.02211644,51.0379742261185,-7.7214573224834,17.10157,15.79489,15.94627,16.0439,16.12361,517929932345600000,STAR,A0,0.0002423098,460,51924,58,0,9500,4,-1,0.0002843573,1.051498E-05
460,51924,102,517942026973505536,1237652900233478221,50.67809,5075.283,-0.9746699,4.748935,5070.808,-1.161683,19.88976,18.30694,17.61444,17.3363,17.23956,0.04126548,0.01883709,0.01454071,0.02031495,0.02139627,51.29214166608,-7.22087494190024,19.66313,17.9704,17.2275,16.92561,16.78554,517942026973505536,STAR,F9,0.0001223431,460,51924,102,0.811,5059,4.45,-0.16,0.0001446937,6.442921E-06
460,51924,184,517964566961874944,1237652900233085004,43.71597,6255.396,-1.954887,3.342555,6218.369,-1.951159,18.90495,17.99729,17.64733,17.50442,17.46482,0.07327171,0.02508882,0.02817435,0.01456659,0.03132785,50.4977616966476,-7.44888530100391,18.90784,17.99706,17.64582,17.50884,17.45693,517964566961874944,STAR,A0,2.831325E-05,460,51924,184,0.326,6162,4.05,-2.26,0.0001214706,2.794812E-05
460,51924,316,518000850845591552,1237652900769366086,5.461043,8876.426,-2.198727,3.683081,8169.58,-2.198727,16.30267,15.44408,15.636,15.79164,15.9061,0.0144133,0.0116627,0.01742775,0.0129725,0.01564422,49.1186064317665,-7.11265688464139,16.29353,15.43701,15.64641,15.80002,15.91359,518000850845591552,STAR,A0,-4.248114E-05,460,51924,316,0,7500,2,-2.5,-6.1341E-06,8.468536E-06
460,51924,320,518001950357219328,1237652900232626217,-81.15002,6448.022,-1.998715,4.171256,6448.979,-2.026078,17.52034,16.53988,16.25681,16.14428,16.1362,0.01969346,0.01660104,0.01136492,0.01403258,0.01912242,49.421103700388,-7.50678306212419,17.50495,16.53121,16.25293,16.14752,16.12456,518001950357219328,STAR,A0,-0.0004027248,460,51924,320,0,6500,4,-2,-0.0002950375,1.356266E-05
460,51924,358,518012395717683200,1237652901306302510,65.9773,8596.368,-2.098795,3.232891,8484.302,-2.098795,16.78979,15.59417,15.76719,15.91929,16.03262,0.009407922,0.01257874,0.007286483,0.01594163,0.01822645,49.1402253811269,-6.74687981958989,16.79518,15.56378,15.77022,15.91881,16.02108,518012395717683200,STAR,A0,0.0001659472,460,51924,358,0,8500,4,-2,0.0001957264,7.967177E-06
460,51924,427,518031362293262336,1237652901306630261,40.09016,5477.395,-0.4963698,4.307549,5414.257,-0.4963698,19.78735,18.45877,19.93415,17.75292,17.61564,0.07807264,0.02254291,0.03347697,0.01731066,0.02352209,49.9438043900775,-6.63095849092895,19.29487,18.17264,19.01489,17.28745,17.02549,518031362293262336,STAR,F9,9.283652E-05,460,51924,427,0.717,5426,4.5,-0.04,0.0001093762,1.100347E-05
460,51924,432,518032736682797056,1237652901306761327,-168.2907,7123.01,-2.907187,4.310171,7842.798,-2.907187,19.78562,19.27882,19.15793,18.52901,17.90315,0.04039356,0.01699858,0.01662802,0.02005539,0.02638674,50.1613690191744,-6.6396890289604,19.79225,19.26712,19.15376,18.53112,17.90482,518032736682797056,STAR,M5,0.0005267149,460,51924,432,0,9000,4,-2.5,-0.0005857075,8.040496E-05
460,51924,459,518040158386284544,1237652901843959884,-150.1115,5863.841,-1.629596,4.250665,5844.123,-1.645078,17.84832,16.89469,16.47276,16.31275,16.24343,0.01875186,0.01529825,0.01113917,0.01577691,0.0192064,50.9124578547649,-6.09073231712988,17.84733,16.88719,16.46343,16.3062,16.23334,518040158386284544,STAR,F5,-0.0005346261,460,51924,459,0,6000,4,-1.5,-0.0005250684,9.17303E-06
460,51924,579,518073143735117824,1237652901844091063,77.71805,6241.434,-1.376317,3.361037,6218.018,-1.400085,18.92679,17.93098,17.61942,17.5239,17.47091,0.02592353,0.01756187,0.02004541,0.010496,0.02277428,51.200558361971,-5.9294464108531,18.93449,17.94554,17.62604,17.52084,17.48243,518073143735117824,STAR,F5,0.0002181141,460,51924,579,0,6500,4,-1,0.0002348893,1.854134E-05
296,51665,16,333270798406019072,1237648702974001173,7.749446,5661.503,-1.813841,3.149516,5627.894,-1.762904,17.62794,16.60071,16.17094,16.01726,15.95169,0.01947586,0.0196464,0.01569907,0.01458235,0.01858421,200.545909532455,-1.06859167873558,17.61397,16.57744,16.15943,16.01003,15.93976,333268329856788480,STAR,F2,3.561552E-05,296,51984,7,0,5000,2,0,2.404982E-05,8.173125E-06
296,51578,7,333268323045238784,1237648702974001173,7.939894,5783.957,-1.72546,3.369849,5805.37,-1.630956,17.62794,16.60071,16.17094,16.01726,15.95169,0.01947586,0.0196464,0.01569907,0.01458235,0.01858421,200.545909532455,-1.06859167873558,17.61397,16.57744,16.15943,16.01003,15.93976,333268329856788480,STAR,F2,3.561552E-05,296,51984,7,0,5000,2,0,2.404982E-05,8.173125E-06
296,51984,7,333268329856788480,1237648702974001173,14.50996,5711.381,-1.752813,3.252153,5695.72,-1.719483,17.62794,16.60071,16.17094,16.01726,15.95169,0.01947586,0.0196464,0.01569907,0.01458235,0.01858421,200.545909532455,-1.06859167873558,17.61397,16.57744,16.15943,16.01003,15.93976,333268329856788480,STAR,F2,3.561552E-05,296,51984,7,0,5000,2,0,2.404982E-05,8.173125E-06
296,51578,84,333289488644073472,1237648702973739030,57.14382,5868.896,-1.208522,3.950115,5880.669,-1.097091,18.94089,17.95729,17.54949,17.42442,17.33047,0.03641924,0.01753724,0.02166228,0.0148708,0.02275746,199.994447294006,-1.07932354613035,18.93141,17.94934,17.55926,17.42705,17.33802,333290320089344000,STAR,F2,0.0001735494,296,51984,87,0,6000,4,-1,0.0001970979,1.459078E-05
296,51984,87,333290320089344000,1237648702973739030,66.38847,5907.101,-1.461478,4.278496,5929.152,-1.378256,18.94089,17.95729,17.54949,17.42442,17.33047,0.03641924,0.01753724,0.02166228,0.0148708,0.02275746,199.994447294006,-1.07932354613035,18.93141,17.94934,17.55926,17.42705,17.33802,333290320089344000,STAR,F2,0.0001735494,296,51984,87,0,6000,4,-1,0.0001970979,1.459078E-05
296,51665,88,333290589615319040,1237648702973739030,61.01919,5938.085,-1.424084,4.177392,5983.185,-1.385846,18.94089,17.95729,17.54949,17.42442,17.33047,0.03641924,0.01753724,0.02166228,0.0148708,0.02275746,199.994447294006,-1.07932354613035,18.93141,17.94934,17.55926,17.42705,17.33802,333290320089344000,STAR,F2,0.0001735494,296,51984,87,0,6000,4,-1,0.0001970979,1.459078E-05
296,51665,203,333322200574617600,1237648702973673478,-87.36491,6229.504,-1.52977,4.076847,6174.004,-1.525803,18.26914,17.32847,17.04535,16.93076,16.87935,0.02265137,0.01541774,0.01821659,0.0177808,0.02322358,199.787976576623,-1.19756792474355,18.26618,17.31462,17.03666,16.91306,16.88119,333324130071898112,STAR,F5,-0.0002867703,296,51984,210,0,6000,4,-2,-0.0003173589,1.140368E-05
296,51578,206,333323023748720640,1237648702973673478,-86.87844,6327.416,-1.226908,4.176225,6316.681,-1.258771,18.26914,17.32847,17.04535,16.93076,16.87935,0.02265137,0.01541774,0.01821659,0.0177808,0.02322358,199.787976576623,-1.19756792474355,18.26618,17.31462,17.03666,16.91306,16.88119,333324130071898112,STAR,F5,-0.0002867703,296,51984,210,0,6000,4,-2,-0.0003173589,1.140368E-05
296,51984,210,333324130071898112,1237648702973673478,-87.8418,6242.622,-1.489995,3.904443,6222.368,-1.491964,18.26914,17.32847,17.04535,16.93076,16.87935,0.02265137,0.01541774,0.01821659,0.0177808,0.02322358,199.787976576623,-1.19756792474355,18.26618,17.31462,17.03666,16.91306,16.88119,333324130071898112,STAR,F5,-0.0002867703,296,51984,210,0,6000,4,-2,-0.0003173589,1.140368E-05
297,51959,281,334469545890703360,1237648702974132344,302.0607,7964.001,-1.846541,4.26803,7719.705,-1.885842,19.42669,18.63019,18.67482,18.76324,18.79768,0.02800334,0.02248618,0.01863936,0.01776484,0.03675396,200.856624479686,-1.19832854495137,19.43291,18.6009,18.66777,18.75788,18.79719,334469545890703360,STAR,A0,0.0009940107,297,51959,281,0,8500,4,-2.5,0.0009832159,4.941726E-05
295,51985,64,332158098007418880,1237648703510282273,-27.02279,5926.37,-0.8050357,4.143204,5910.956,-0.8018667,17.54254,16.45645,16.14308,15.93573,15.90862,0.01842799,0.02249291,0.04970449,0.01999548,0.02343989,199.261975717899,-0.801566130517076,17.52931,16.44299,16.07379,15.93406,15.88521,332158098007418880,STAR,G0,-0.0001316473,295,51985,64,0.539,5373,4.37,-1.08,-0.0001144885,5.680547E-06
295,51585,66,332158641052346368,1237648703510282273,-24.56988,5934.676,-0.7872373,4.237046,5917.509,-0.8277037,17.54254,16.45645,16.14308,15.93573,15.90862,0.01842799,0.02249291,0.04970449,0.01999548,0.02343989,199.261975717899,-0.801566130517076,17.52931,16.44299,16.07379,15.93406,15.88521,332158098007418880,STAR,G0,-0.0001316473,295,51985,64,0.539,5373,4.37,-1.08,-0.0001144885,5.680547E-06
295,51585,146,332180631284901888,1237648703510020144,71.12227,5558.544,-0.7889352,4.414639,5551.947,-0.8382403,19.07437,17.85083,17.36364,17.18976,17.13448,0.02450554,0.02109038,0.0155296,0.01856293,0.02126316,198.715986038044,-0.7602557289271,19.0728,17.84782,17.37229,17.20494,17.13125,332181737507416064,STAR,F9,0.0002075719,295,51985,150,0.6,5630,4.5,-0.45,0.0002170931,7.930358E-06
295,51985,150,332181737507416064,1237648703510020144,72.38288,5587.137,-0.886501,4.335462,5689.051,-0.9027683,19.07437,17.85083,17.36364,17.18976,17.13448,0.02450554,0.02109038,0.0155296,0.01856293,0.02126316,198.715986038044,-0.7602557289271,19.0728,17.84782,17.37229,17.20494,17.13125,332181737507416064,STAR,F9,0.0002075719,295,51985,150,0.6,5630,4.5,-0.45,0.0002170931,7.930358E-06
296,51578,318,333353810074298368,1237648703510282305,68.1702,5976.27,-0.7969912,3.841586,5948.305,-0.8594086,16.03986,14.98055,14.65108,14.48074,14.46181,0.01702896,0.02241798,0.04967484,0.01992563,0.0230681,199.324441562815,-0.815717584158679,16.04225,14.93772,14.58134,14.4675,14.44013,333350243473057792,STAR,F5,0.0001968318,296,51984,305,0.465,5935,4.24,-0.54,0.0002007005,4.650569E-06
296,51984,305,333350243473057792,1237648703510282305,67.46851,5984.874,-0.7373588,3.856904,5967.697,-0.7373534,16.03986,14.98055,14.65108,14.48074,14.46181,0.01702896,0.02241798,0.04967484,0.01992563,0.0230681,199.324441562815,-0.815717584158679,16.04225,14.93772,14.58134,14.4675,14.44013,333350243473057792,STAR,F5,0.0001968318,296,51984,305,0.465,5935,4.24,-0.54,0.0002007005,4.650569E-06
296,51665,311,333351887388567552,1237648703510282305,65.62498,5980.74,-0.8163236,3.827663,5974.172,-0.8299382,16.03986,14.98055,14.65108,14.48074,14.46181,0.01702896,0.02241798,0.04967484,0.01992563,0.0230681,199.324441562815,-0.815717584158679,16.04225,14.93772,14.58134,14.4675,14.44013,333350243473057792,STAR,F5,0.0001968318,296,51984,305,0.465,5935,4.24,-0.54,0.0002007005,4.650569E-06
296,51665,313,333352437144381440,1237648703510413326,-22.71952,5705.886,-0.8352737,4.063273,5703.99,-0.7661737,18.41544,17.25291,16.79004,16.65308,16.55181,0.02193657,0.01983651,0.0180909,0.0237383,0.02006664,199.512506066563,-0.672302055814208,18.4182,17.24102,16.8164,16.64818,16.56969,333351068106778624,STAR,F9,-6.477295E-05,296,51984,308,0.564,5651,4.42,-0.32,-6.017006E-05,8.134673E-06
296,51578,315,333352985440577536,1237648703510413326,-21.84484,5744.269,-0.6917127,3.960918,5747.339,-0.7119177,18.41544,17.25291,16.79004,16.65308,16.55181,0.02193657,0.01983651,0.0180909,0.0237383,0.02006664,199.512506066563,-0.672302055814208,18.4182,17.24102,16.8164,16.64818,16.56969,333351068106778624,STAR,F9,-6.477295E-05,296,51984,308,0.564,5651,4.42,-0.32,-6.017006E-05,8.134673E-06
296,51984,308,333351068106778624,1237648703510413326,-10.73853,5807.271,-0.5197327,4.314177,5830.292,-0.5345745,18.41544,17.25291,16.79004,16.65308,16.55181,0.02193657,0.01983651,0.0180909,0.0237383,0.02006664,199.512506066563,-0.672302055814208,18.4182,17.24102,16.8164,16.64818,16.56969,333351068106778624,STAR,F9,-6.477295E-05,296,51984,308,0.564,5651,4.42,-0.32,-6.017006E-05,8.134673E-06
297,51663,84,334415389976979456,1237648702974590980,124.2513,6189.936,-1.602977,3.652398,6278.367,-1.072231,19.03129,17.97011,17.59874,17.51909,17.45781,0.02329043,0.01734221,0.01416866,0.01394333,0.02099056,201.878833828446,-1.17353414383729,19.0362,17.96896,17.60009,17.50693,17.46415,334416494454663168,STAR,F2,0.0003831788,297,51959,88,0,6000,4,0,0.0003751372,1.440957E-05
617,52072,53,694694845813385216,1237654948912758922,-29.54897,5004.533,-0.4483561,4.161126,5338.304,-0.351042,24.63508,25.11412,20.68731,24.36185,22.82697,25.95695,122.5571,5.377234,137.3468,36.72119,237.049623202811,55.6469275926043,24.63467,25.1144,19.78482,24.36163,22.82717,694694845813385216,STAR,M2,-0.0001275437,617,52072,53,0.717,5426,4.5,-0.04,-0.0001229149,8.764947E-06
617,52072,79,694701992638965760,1237651539260538905,-45.67615,7285.988,-1.433938,3.163014,7419.311,-1.420765,17.08545,15.90737,15.83015,15.83999,15.9205,0.01962133,0.01746959,0.01929078,0.01777356,0.01457545,237.184457004577,56.272841353644,17.10302,15.88953,15.8382,15.84967,15.90168,694701992638965760,STAR,A0,-0.0002398328,617,52072,79,0,7500,2,-2,-0.0001767094,6.854601E-06
617,52072,90,694705016295942144,1237654948375953600,-240.5803,5766.772,-1.026625,4.158322,5787.207,-1.072073,19.25249,18.16811,17.7582,17.55346,17.5115,0.03166829,0.01471806,0.01745658,0.01348261,0.02129915,236.607296204025,55.3097374162923,19.24722,18.16176,17.73719,17.54871,17.49925,694705016295942144,STAR,G2,-0.0008262955,617,52072,90,0.536,5665,4.28,-0.99,-0.0008268396,1.472123E-05
617,52072,96,694706665563383808,1237654948912758814,-220.6836,6078.926,-1.761548,3.67002,6097.601,-1.704967,17.81416,16.88713,16.58275,16.45309,16.42774,0.02125144,0.01329486,0.01133307,0.01428291,0.01747139,236.887797389068,55.673629397621,17.81745,16.88673,16.57352,16.44801,16.41489,694706665563383808,STAR,F5,-0.0007462746,617,52072,96,0,6000,4,-2,-0.0007604714,1.115836E-05
617,52072,197,694734428231985152,1237654948912365599,-114.1958,6244.397,-1.986463,2.192689,6308.727,-1.973387,17.27782,16.42854,16.1038,15.98151,15.979,0.01476689,0.01406309,0.01324558,0.01483145,0.01595162,235.656141263144,56.2970435336887,17.27528,16.41704,16.11662,15.98858,15.97745,694734428231985152,STAR,F5,-0.0003997228,617,52072,197,0,6000,4,-2.5,-0.0004052662,8.415508E-06
617,52072,279,694756968220354560,1237654948375363798,-44.27935,5978.841,-1.093748,3.616666,6006.653,-0.9645535,19.01631,18.00041,17.64828,17.52658,17.48001,0.02957948,0.01344209,0.01547588,0.01839802,0.0195922,234.837323770132,56.1649259126221,19.02625,17.98871,17.63934,17.5269,17.47964,694756968220354560,STAR,F5,-0.0001549561,617,52072,279,0,6000,4,-1.5,-0.0001720502,1.675948E-05
617,52072,324,694769337726167040,1237654949448646917,-67.24886,5871.197,-0.9039422,3.984215,5900.567,-1.048875,19.55625,18.46836,18.08525,17.93559,17.94852,0.03423235,0.01294132,0.01263312,0.01543712,0.031059,234.537335242453,57.5096254559535,19.55871,18.46695,18.07695,17.94099,17.93756,694769337726167040,STAR,F2,-0.0002621279,617,52072,324,0.53,5746,4.16,-0.76,-0.0002486682,1.793323E-05
617,52072,328,694770437237794816,1237651538722750619,-30.3977,5846.442,-0.9276133,3.414962,5805.486,-0.9276133,19.50298,18.43287,18.07678,17.92558,17.93155,0.02699894,0.02265381,0.02582618,0.02006453,0.03457731,234.201364751995,57.6033673833706,19.48421,18.43786,18.06225,17.91329,17.9208,694770437237794816,STAR,G0,-0.0001482089,617,52072,328,0.539,5373,4.37,-1.08,-0.000125746,1.577667E-05
617,52072,336,694772636261050368,1237654949448515681,-17.716,5998.058,-1.100284,3.627966,6030.688,-1.054055,18.37653,17.34257,16.99316,16.87609,16.83054,0.02715516,0.01369325,0.01050184,0.01194319,0.01627511,234.212573998288,57.7497329278395,18.37637,17.32791,16.9878,16.86873,16.82697,694772636261050368,STAR,F5,-9.364002E-05,617,52072,336,0,6000,4,-1,-8.344438E-05,9.91961E-06
617,52072,338,694773186016864256,1237651538723012701,-266.7907,6625.791,-1.421624,3.229571,6560.291,-1.398587,18.16047,16.9603,16.87842,16.87194,16.90541,0.02395363,0.01656006,0.01723141,0.01694464,0.02092127,234.849167646241,57.1126114673588,18.1671,16.9562,16.88257,16.87879,16.90778,694773186016864256,STAR,A0,-0.0009628871,617,52072,338,0,6500,4,-1.5,-0.0009142683,1.249726E-05
617,52072,406,694791877714536448,1237654949985714185,-84.11013,7303.899,-0.7204489,3.712027,7334.826,-0.6134671,16.92326,15.74051,15.6515,15.69116,15.73238,0.03347985,0.01701872,0.01263147,0.01136959,0.0203882,235.709268290209,57.6173140263252,16.90779,15.72899,15.6607,15.6869,15.73737,694791877714536448,STAR,A0,-0.0003718778,617,52072,406,0,7500,4,-1,-0.0003049114,6.703826E-06
617,52072,415,694794351615698944,1237654949985779823,-17.52049,4082.147,-1.223627,4.252287,-9999,-9999,21.27638,18.52487,19.20036,16.69239,16.38301,0.102724,0.0242322,0.07094614,0.01235786,0.01915086,235.869490700859,57.4043488176143,21.15237,18.47673,18.9371,16.71544,16.34338,694794351615698944,STAR,K7,-7.788491E-05,617,52072,415,1.354,3962,4.5,-0.36,-8.279224E-05,6.014425E-06
617,52072,477,694811394045929472,1237651538186469399,-26.63521,5774.34,-0.2528671,4.022422,5774.34,-0.3057274,22.21045,20.1893,18.33972,17.6996,17.29101,2.470997,5.785522,1.007307,0.6473727,0.4990987,235.351984814966,56.3577592960761,22.17681,20.11026,18.2728,17.65729,17.23923,694811394045929472,STAR,F9,-0.000119324,617,52072,477,0.564,5651,4.42,-0.32,-0.0001131957,5.25753E-06
617,52072,478,694811668923836416,1237651538723143769,-360.9021,5461.672,-1.832408,2.646884,5486.481,-1.683085,19.18515,18.13917,17.6376,17.44885,17.3871,0.02603294,0.0216429,0.01182774,0.01637742,0.02429277,235.213749929993,56.8173589552808,19.17466,18.11845,17.64561,17.44825,17.39459,694811668923836416,STAR,F5,-0.001228449,617,52072,478,0,6000,4,-1,-0.00122819,1.918035E-05
617,52072,486,694813867947091968,1237654949449105495,104.1511,6382.829,-1.496103,3.961031,6423.055,-1.504962,17.25442,16.34951,16.07579,15.99642,15.96813,0.01552947,0.01556009,0.009990399,0.0124161,0.0172855,235.997096291852,56.7553352569052,17.26134,16.33741,16.07606,15.97797,15.96892,694813867947091968,STAR,F5,0.0003338883,617,52072,486,0,6500,4,-1.5,0.0003230606,7.319196E-06
617,52072,498,694817166481975296,1237651538723340374,-43.15411,5933.862,-0.552982,4.148403,5946.792,-0.5497912,17.85388,16.73734,16.34503,16.22376,16.18505,0.01123168,0.01544407,0.01715414,0.01435766,0.0175311,235.893752531334,56.5261578632046,17.85987,16.73338,16.35221,16.22477,16.21443,694817166481975296,STAR,G0,-0.0001887982,617,52072,498,0.518,6038,4.37,-0.08,-0.0001682968,6.447048E-06
617,52072,522,694823763551741952,1237651539797016756,-377.3717,7346.636,-1.171797,4.234475,7330.087,-1.146619,19.61947,18.54396,18.47513,18.47548,18.45122,0.03244644,0.01822423,0.01446884,0.01626632,0.03235154,236.719831174657,57.2914973452005,19.60794,18.54445,18.46672,18.46235,18.45153,694823763551741952,STAR,A0,-0.001316693,617,52072,522,0,7500,4,-1.5,-0.001283127,3.017528E-05
617,52072,531,694826237452904448,1237651539796951132,-230.5037,6108.334,-0.8718242,4.053759,6114.817,-0.9103841,17.03694,15.98275,15.65819,15.53615,15.51685,0.02380822,0.01675416,0.01167939,0.01635784,0.01255728,236.763846428966,57.4272822663003,17.02728,15.98609,15.65678,15.53777,15.51221,694826237452904448,STAR,F5,-0.0007914366,617,52072,531,0,6000,4,-1,-0.0007932276,5.156444E-06
617,52072,552,694832009888950272,1237651539260407834,-137.6469,6202.783,-1.257765,3.846695,6231.18,-1.267849,17.57109,16.65813,16.34364,16.22588,16.21149,0.01688021,0.01640637,0.01510177,0.01872616,0.01735978,236.949450849581,56.5467238785762,17.58238,16.63356,16.34915,16.22659,16.21087,694832009888950272,STAR,F5,-0.00047917,617,52072,552,0,6000,4,-1.5,-0.0004834909,7.342484E-06
617,52072,592,694843005005228032,1237651539797344318,-47.65368,5855.408,-0.5473845,4.295355,5876.312,-0.5197555,19.44965,18.27965,17.8645,17.74313,17.70782,0.02528831,0.02312686,0.01223961,0.01651765,0.02260021,237.869210053407,56.7756287483867,19.46844,18.26814,17.87283,17.73448,17.69771,694843005005228032,STAR,G2,-0.0001946845,617,52072,592,0.572,5661,4.27,-0.37,-0.0001833057,1.011308E-05
617,52072,604,694846303540111360,1237651540334018566,-73.97997,5975.828,-0.6919187,4.071814,5977.217,-0.6882145,18.55173,17.51447,17.13595,17.0142,16.96325,0.02157628,0.01696935,0.01608986,0.0149455,0.02031528,237.632589240824,57.3453601878007,18.56284,17.4996,17.13383,17.01455,16.96527,694846303540111360,STAR,F5,-0.0002748706,617,52072,604,0.486,5790,3.7,-0.65,-0.0002711208,8.454239E-06
3174,54821,452,3573730630015492096,1237651250946965511,24.2543,6265.754,-0.5255881,4.102885,6283.365,-0.5449767,17.00706,15.95105,15.62232,15.50271,15.47124,0.02442437,0.01617637,0.01367392,0.01990724,0.0252948,126.481522763548,48.1867812597137,17.04481,15.96621,15.63194,15.50821,15.4885,3573730630015492096,STAR,F5,6.483449E-05,3174,54821,452,0,6000,4,-1,5.655347E-05,3.267956E-06
3174,54821,453,3573730904893399040,1237651250946834624,12.92326,4321.394,-0.3373784,4.012718,4379.673,-0.410396,20.93178,18.45211,17.2569,16.79088,16.51826,0.07261164,0.02372471,0.01936682,0.01450676,0.02787585,126.2547045199,48.0041775451817,20.95733,18.44572,17.24524,16.78885,16.5122,3573730904893399040,STAR,K7,2.070969E-05,3174,54821,453,1.069,4382,4.64,-0.28,1.875718E-05,3.303179E-06
3174,54821,454,3573731179771305984,1237651250946834656,-56.95201,5564.945,-0.8586257,4.213466,5648.63,-0.7818645,19.42095,18.2385,17.75869,17.58218,17.48989,0.03603274,0.0235492,0.01957637,0.01501056,0.0302854,126.249692312039,48.0372526743775,19.41346,18.19664,17.72453,17.53921,17.4513,3573731179771305984,STAR,F9,-0.0002196498,3174,54821,454,0.603,5474,4.16,-0.67,-0.0002143216,5.715587E-06
3174,54821,455,3573731454649212928,1237651191892869293,-101.4967,5820.306,-0.9175735,4.239761,5815.55,-0.9696267,19.76685,18.67731,18.27283,18.10186,18.02631,0.03869474,0.01368613,0.0121055,0.01655049,0.02829055,126.086361512636,48.7017208844259,19.7538,18.66573,18.26891,18.10423,18.02322,3573731454649212928,STAR,G0,-0.0003662747,3174,54821,455,0.539,5373,4.37,-1.08,-0.0003629066,1.107059E-05
3174,54821,458,3573732279282933760,1237651191892869262,-280.7367,5911.88,-1.593039,3.905508,5958.206,-1.57238,20.29578,19.26132,18.8668,18.70297,18.63225,0.0530575,0.01584817,0.01361625,0.01820084,0.03722221,126.09749219308,48.6464232637294,20.30559,19.25973,18.86611,18.70413,18.64482,3573732279282933760,STAR,F5,-0.0009815376,3174,54821,458,0,6000,4,-1.5,-0.0009607871,2.093332E-05
3174,54821,464,3573733928550375424,1237651250946703521,-50.41598,5603.572,-0.5621519,4.300231,5614.353,-0.6431635,19.73837,18.37633,17.87787,17.67927,17.56857,0.03150757,0.0265529,0.01820098,0.02523463,0.03639995,126.066701346569,47.639095487583,19.7416,18.3965,17.87501,17.68818,17.56975,3573733928550375424,STAR,F9,-0.0002042464,3174,54821,464,0.645,5476,4.357,-0.32,-0.0001925198,5.273576E-06
3174,54821,465,3573734203428282368,1237651250946572458,20.48421,5820.417,-0.6744755,4.021605,5846.287,-0.6664878,19.8109,18.59876,18.1672,17.99491,17.92866,0.03259886,0.01893591,0.01207337,0.01487416,0.02793922,125.804499346105,47.4154976712095,19.82491,18.59855,18.15886,17.99125,17.93007,3573734203428282368,STAR,G2,3.537327E-05,3174,54821,465,0.564,5720,4.4,-0.54,4.397777E-05,6.588584E-06
3174,54821,467,3573734753184096256,1237651250946637857,-2.812148,5949.633,-0.6992478,4.072785,5961.842,-0.7243488,19.43128,18.32125,17.93125,17.79842,17.73425,0.0260284,0.02528845,0.01275291,0.02429542,0.0285543,125.892877111244,47.5820514671425,19.42612,18.31767,17.93228,17.78513,17.73157,3573734753184096256,STAR,G0,-4.085653E-05,3174,54821,467,0.53,5873,4.37,-0.45,-3.37305E-05,7.372724E-06
3174,54821,469,3573735302939910144,1237651250946769010,-41.3775,5696.59,-0.9269167,4.33094,5693.879,-0.9433813,17.71425,16.58604,16.13711,15.92675,15.85752,0.01768734,0.02116809,0.02050204,0.01461625,0.03584854,126.052549872162,47.8773941235485,17.69557,16.57146,16.10973,15.93946,15.84697,3573735302939910144,STAR,G2,-0.0001633094,3174,54821,469,0.561,5659,4.42,-0.6,-0.0001623707,3.383227E-06
3174,54821,476,3573737227085258752,1237651250946572522,2.768464,5934.19,-1.003782,3.712179,5987.04,-0.9858152,19.7948,18.66098,18.22735,18.09421,18.07902,0.03283563,0.01904575,0.01213836,0.01509454,0.02992102,125.785611871724,47.554590886348,19.7914,18.63848,18.23712,18.0896,18.08484,3573737227085258752,STAR,F5,-1.674235E-05,3174,54821,476,0,6000,4,-1,-1.511558E-05,1.083073E-05
3174,54821,478,3573737776841072640,1237651250946703549,-29.45089,6265.343,-1.547914,4.48105,6312.687,-1.433528,19.84611,18.92375,18.58905,18.45038,18.41117,0.03366247,0.02706696,0.01899367,0.02602995,0.0437412,126.084117708343,47.693538630912,19.85883,18.91282,18.59398,18.4551,18.41897,3573737776841072640,STAR,F5,-9.513505E-05,3174,54821,478,0,6000,4,-2,-0.0001225878,1.716611E-05
